Record_number,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Ra_annual,Rh_annual,Rh_ratio,Mean.Temp.,ΔMean.Temp.,Stdev.Temp.30y,Mean.Precip.,ΔMean.Precip.,Stdev.Precip.30y,Latitude2,ΔMAT.Standardized,ΔMAP.Standardized,SOC_015,SOC_200
2799,2004,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,3921,171,Temperate,Agriculture,Deciduous,5.5,670,Gas Chromatography,Extraction,Aggrading,347,75,272,0.783861671,5.75,0.064583333,0.925276701,53.85833333,2.131510417,7.588086638,54.13,0.06979894,0.280902225,42180,23424
2800,2004,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,3921,171,Temperate,Grassland,Deciduous,5.5,670,Gas Chromatography,Extraction,Aggrading,613,316,297,0.484502447,5.75,0.064583333,0.925276701,53.85833333,2.131510417,7.588086638,54.13,0.06979894,0.280902225,42180,23424
2801,2004,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,3921,171,Temperate,Grassland,Deciduous,5.5,670,Gas Chromatography,Extraction,Aggrading,580,299,281,0.484482759,5.75,0.064583333,0.925276701,53.85833333,2.131510417,7.588086638,54.13,0.06979894,0.280902225,42180,23424
2802,2004,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,3921,171,Temperate,Grassland,Deciduous,5.5,670,Gas Chromatography,Extraction,Aggrading,671,346,325,0.484351714,5.75,0.064583333,0.925276701,53.85833333,2.131510417,7.588086638,54.13,0.06979894,0.280902225,42180,23424
2803,2004,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,3921,171,Temperate,Grassland,Deciduous,5.5,670,Gas Chromatography,Extraction,Aggrading,845,434,411,0.486390533,5.75,0.064583333,0.925276701,53.85833333,2.131510417,7.588086638,54.13,0.06979894,0.280902225,42180,23424
2858,1989,3,29.25,79.25,29.25 79.25,29.27,79.43,29.27 79.43,961,1800,Temperate,Grassland,Deciduous,24.32777778,2441,Alkali absorption,Extraction,Mature,227,62.14,165,0.726872247,24.32777778,-0.238368056,0.684878696,124.0555556,-4.189496528,17.69788443,29.27,-0.348044197,-0.236723013,20520,9632
2880,2003,1,42.25,128.25,42.25 128.25,42.4,128.1,42.4 128.1,3649,736,Temperate,Evergreen Forest,Evergreen,1.975,53.01666667,IRGA,Exclusion,Mature,1010,373,637,0.630693069,1.975,-0.248177083,0.578728679,53.01666667,-8.840625,12.54576036,42.4,-0.428831493,-0.704670322,79084,14800
2963,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,171,Temperate,Deciduous Forest,Deciduous,5.616666667,43.55833333,Gas Chromatography,Extraction,Mature,642,250,392,0.6105919,5.616666667,-0.06875,0.925276701,43.55833333,-8.168489583,7.588086638,54.13,-0.074302098,-1.076488708,43031,23424
2964,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,171,Temperate,Grassland,Deciduous,5.616666667,43.55833333,Gas Chromatography,Extraction,Mature,475,133,342,0.72,5.616666667,-0.06875,0.925276701,43.55833333,-8.168489583,7.588086638,54.13,-0.074302098,-1.076488708,43031,23424
2965,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,171,Temperate,Agriculture,Deciduous,5.616666667,43.55833333,Gas Chromatography,Extraction,Aggrading,180,59,121,0.672222222,5.616666667,-0.06875,0.925276701,43.55833333,-8.168489583,7.588086638,54.13,-0.074302098,-1.076488708,49691,23424
2966,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,171,Temperate,Deciduous Forest,Deciduous,5.616666667,43.55833333,Gas Chromatography,Extraction,Mature,382,149,233,0.609947644,5.616666667,-0.06875,0.925276701,43.55833333,-8.168489583,7.588086638,54.13,-0.074302098,-1.076488708,49691,23424
2967,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,171,Temperate,Grassland,Deciduous,5.616666667,43.55833333,Gas Chromatography,Extraction,Mature,181,51,130,0.718232044,5.616666667,-0.06875,0.925276701,43.55833333,-8.168489583,7.588086638,54.13,-0.074302098,-1.076488708,45510,23424
2968,1992.5,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,1831,171,Temperate,Agriculture,Deciduous,5.616666667,43.55833333,Gas Chromatography,Extraction,Aggrading,145,48,97,0.668965517,5.616666667,-0.06875,0.925276701,43.55833333,-8.168489583,7.588086638,54.13,-0.074302098,-1.076488708,45510,23424
2975,1990,1,68.25,NA,68.25 NA,68.3,NA,68.3 NA,1304,15,Arctic,Others,Deciduous,NA,250,Gas Chromatography,Exclusion,Mature,144,61,83,0.576388889,NA,NA,NA,NA,NA,NA,68.3,NA,NA,0,0
3034,2002,1.3,47.25,11.25,47.25 11.25,47,11,47 11,3193,1950,Temperate,Evergreen Forest,Evergreen,2.4,950,IRGA,Regression,Mature,33,22,11,0.333333333,11.125,1.887239583,0.485474268,94.61875,10.23489583,10.5573248,47,3.887414241,0.969459217,42328,0
3129,1987,1,29.25,79.25,29.25 79.25,29.4,79.48,29.4 79.48,1245,1750,Temperate,Evergreen Forest,Evergreen,24.5,2312,Alkali absorption,Extraction,Aggrading,161,109,52,0.322981366,24.5,-0.066145833,0.684878696,130.8833333,2.63828125,17.69788443,29.4,-0.096580363,0.149073256,42328,15037
3130,1987,1,29.25,79.25,29.25 79.25,29.4,79.48,29.4 79.48,1245,1850,Temperate,Evergreen Forest,Evergreen,24.5,2312,Alkali absorption,Extraction,Aggrading,948,606,342,0.360759494,24.5,-0.066145833,0.684878696,130.8833333,2.63828125,17.69788443,29.4,-0.096580363,0.149073256,62524,15037
3131,1987,1,29.25,79.25,29.25 79.25,29.4,79.48,29.4 79.48,1245,1850,Temperate,Evergreen Forest,Evergreen,24.5,2312,Alkali absorption,Extraction,Mature,1160,743,417,0.359482759,24.5,-0.066145833,0.684878696,130.8833333,2.63828125,17.69788443,29.4,-0.096580363,0.149073256,62524,15037
3132,1987,1,29.25,79.25,29.25 79.25,29.4,79.48,29.4 79.48,1245,1920,Temperate,Deciduous Forest,Deciduous,24.5,2312,Alkali absorption,Extraction,Aggrading,313,213,100,0.319488818,24.5,-0.066145833,0.684878696,130.8833333,2.63828125,17.69788443,29.4,-0.096580363,0.149073256,47520,15037
3133,1987,1,29.25,79.25,29.25 79.25,29.4,79.48,29.4 79.48,1245,1930,Temperate,Deciduous Forest,Deciduous,24.5,2312,Alkali absorption,Extraction,Aggrading,1045,638,407,0.389473684,24.5,-0.066145833,0.684878696,130.8833333,2.63828125,17.69788443,29.4,-0.096580363,0.149073256,47520,15037
3134,1987,1,29.25,79.25,29.25 79.25,29.4,79.48,29.4 79.48,1245,1930,Temperate,Deciduous Forest,Deciduous,24.5,2312,Alkali absorption,Extraction,Mature,1261,765,496,0.39333862,24.5,-0.066145833,0.684878696,130.8833333,2.63828125,17.69788443,29.4,-0.096580363,0.149073256,47520,15037
3136,1990.5,2,5.25,-60.75,5.25 -60.75,5,-61,May-61,889,1054,Tropical,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Mature,891,140,751,0.842873176,18.27916667,0.1234375,0.549524132,129.9958333,-8.7703125,32.28221054,5,0.224626168,-0.27167633,27000,10296
3137,1990.5,2,5.25,-60.75,5.25 -60.75,5,-61,May-61,889,1054,Tropical,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Aggrading,1219,444,775,0.635767022,18.27916667,0.1234375,0.549524132,129.9958333,-8.7703125,32.28221054,5,0.224626168,-0.27167633,27000,10296
3138,1990.5,2,5.25,-60.75,5.25 -60.75,5,-61,May-61,889,1054,Tropical,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Mature,1017,182,835,0.821042281,18.27916667,0.1234375,0.549524132,129.9958333,-8.7703125,32.28221054,5,0.224626168,-0.27167633,27000,10296
3236,1995,1,37.25,126.75,37.25 126.75,37.5,126.75,37.5 126.75,1120,10,Temperate,Evergreen Forest,Evergreen,12.65,82.39166667,Alkali absorption,Exclusion,Mature,732,25,707,0.965846995,12.65,0.353385417,0.516143058,82.39166667,-20.67473958,20.46043345,37.5,0.68466564,-1.010474173,21777,17328
3237,1995,1,37.25,126.75,37.25 126.75,37.5,126.75,37.5 126.75,1120,10,Temperate,Deciduous Forest,Deciduous,12.65,82.39166667,Alkali absorption,Exclusion,Mature,646,27,620,0.959752322,12.65,0.353385417,0.516143058,82.39166667,-20.67473958,20.46043345,37.5,0.68466564,-1.010474173,21777,17328
3238,1995,1,42.75,-76.25,42.75 -76.25,42.75,-76.02,42.75 -76.02,2565,462.2,Temperate,Mixed Forest,Mixed,6.5,1170,Gas Chromatography,Subtraction,Mature,371,137,234,0.630727763,7.441666667,0.359635417,0.794596012,77.73333333,-11.65208333,9.409053461,42.75,0.452601588,-1.238390597,61183,26486
3239,1996,1,42.75,-76.25,42.75 -76.25,42.75,-76.02,42.75 -76.02,2565,462.2,Temperate,Mixed Forest,Mixed,6.5,1170,Gas Chromatography,Subtraction,Mature,403,149,254,0.630272953,6.475,-0.60703125,0.794596012,96.28333333,6.897916667,9.409053461,42.75,-0.76394953,0.733114834,61183,26486
3260,1988,7,35.25,NA,35.25 NA,35,NA,35 NA,864,685,Temperate,Evergreen Forest,Evergreen,NA,NA,Alkali absorption,Subtraction,Aggrading,1120,430,690,0.616071429,NA,NA,NA,NA,NA,NA,35,NA,NA,0,0
3280,1992.5,1,-33.75,-60.75,-94.5,33.93,-60.57,-94.5,1017,0,Temperate,Agriculture,Deciduous,NA,NA,Alkali absorption,Exclusion,Aggrading,950,175,775,0.815789474,NA,NA,NA,NA,NA,NA,-33.93,NA,NA,18228,5342.5
3281,1992.5,1,-33.75,-60.75,-94.5,33.93,-60.57,-94.5,1017,0,Temperate,Agriculture,Deciduous,NA,NA,Alkali absorption,Exclusion,Aggrading,1040,265,775,0.745192308,NA,NA,NA,NA,NA,NA,-33.93,NA,NA,18228,5342.5
3367,2002,1,44.75,123.75,44.75 123.75,44.75,123.75,44.75 123.75,4136,160,Temperate,Grassland,Deciduous,4.9,470,Alkali absorption,Regression,Mature,361,202,159,0.440443213,7.216666667,1.386979167,0.689662077,32.925,-6.857552083,7.870017941,44.75,2.011099657,-0.871351518,18972,9054
3368,2002,1,44.75,123.75,44.75 123.75,44.75,123.75,44.75 123.75,4136,160,Temperate,Grassland,Deciduous,4.9,470,Alkali absorption,Regression,Mature,240,101,139,0.579166667,7.216666667,1.386979167,0.689662077,32.925,-6.857552083,7.870017941,44.75,2.011099657,-0.871351518,18972,9054
3483,2005,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,111,Temperate,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1070,40,1030,0.962616822,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,18972,26775
3484,2005,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,111,Temperate,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,990,30,960,0.96969697,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,0,26775
3485,2005,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,111,Temperate,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1240,50,1190,0.959677419,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,0,26775
3486,2006,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,111,Temperate,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1030,650,380,0.368932039,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,0,26775
3487,2006,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,111,Temperate,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,960,600,360,0.375,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,0,26775
3488,2006,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,111,Temperate,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1190,820,370,0.31092437,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,0,26775
3539,2005,1,47.75,11.75,47.75 11.75,47.58055556,11.63916667,47.58055556 11.63916667,5114,910,Temperate,Evergreen Forest,Evergreen,5.7,1480,IRGA,Exclusion,Mature,622,233.25,388.75,0.625,8.125,-0.265625,0.622023949,102.35,-7.604947917,13.27933512,47.58055556,-0.427033397,-0.572690413,0,25812
3540,2006,1,47.75,11.75,47.75 11.75,47.58055556,11.63916667,47.58055556 11.63916667,5114,910,Temperate,Evergreen Forest,Evergreen,5.7,1480,IRGA,Exclusion,Mature,622,233.25,388.75,0.625,7.375,-1.015625,0.622023949,115.6666667,5.71171875,13.27933512,47.58055556,-1.632774754,0.430120838,97944,25812
3541,2005,1,47.75,11.75,47.75 11.75,47.58055556,11.63916667,47.58055556 11.63916667,5114,910,Temperate,Evergreen Forest,Evergreen,5.7,1480,IRGA,Exclusion,Mature,901.9,338.2125,563.6875,0.625,8.125,-0.265625,0.622023949,102.35,-7.604947917,13.27933512,47.58055556,-0.427033397,-0.572690413,97944,25812
3542,2006,1,47.75,11.75,47.75 11.75,47.58055556,11.63916667,47.58055556 11.63916667,5114,910,Temperate,Evergreen Forest,Evergreen,5.7,1480,IRGA,Exclusion,Mature,914.34,342.8775,571.4625,0.625,7.375,-1.015625,0.622023949,115.6666667,5.71171875,13.27933512,47.58055556,-1.632774754,0.430120838,104412,25812
3543,2004,1,24.75,101.25,24.75 101.25,24.53333333,101.0166667,24.53333333 101.0166667,5113,2476,Subtropical,Evergreen Forest,Evergreen,11.3,1840,IRGA,Comparison,Mature,992,327.36,664.64,0.67,16.475,-0.004947917,0.475992024,66.175,-11.66119792,14.42702065,24.53333333,-0.010394957,-0.808288711,75936,25346
3551,2005,1,24.75,101.25,24.75 101.25,24.53333333,101.0166667,24.53333333 101.0166667,5113,2476,Subtropical,Evergreen Forest,Evergreen,11.3,1840,IRGA,Comparison,Mature,714,235.62,478.38,0.67,16.48333333,0.003385417,0.475992024,67.15833333,-10.67786458,14.42702065,24.53333333,0.007112339,-0.74012957,80192,25346
3559,2006,1,24.75,101.25,24.75 101.25,24.53333333,101.0166667,24.53333333 101.0166667,5113,2476,Subtropical,Evergreen Forest,Evergreen,11.3,1840,IRGA,Comparison,Mature,822,271.26,550.74,0.67,16.64166667,0.16171875,0.475992024,67.50833333,-10.32786458,14.42702065,24.53333333,0.339750966,-0.715869537,80192,25346
3707,2001.5,1,-35.75,148.25,-35.75 148.25,35.65572222,148.1520833,-35.65572222 148.1520833,4920,1200,Temperate,Evergreen Forest,Evergreen,9.975,74.96666667,Alkali absorption,,Mature,948,265,683,0.720464135,9.975,-0.029166667,0.515023031,74.96666667,-5.7484375,17.87932884,-35.65572222,-0.056631772,-0.321513047,42328,14250
3708,2002.5,1,-35.75,148.25,-35.75 148.25,35.65572222,148.1520833,-35.65572222 148.1520833,4920,1200,Temperate,Evergreen Forest,Evergreen,10.15833333,59.59166667,Alkali absorption,,Mature,842,236,606,0.719714964,10.15833333,0.154166667,0.515023031,59.59166667,-21.1234375,17.87932884,-35.65572222,0.299339364,-1.181444655,42328,14250
3709,2003.5,1,-35.75,148.25,-35.75 148.25,35.65572222,148.1520833,-35.65572222 148.1520833,4920,1200,Temperate,Evergreen Forest,Evergreen,10.15833333,69.59166667,Alkali absorption,,Mature,867,243,624,0.719723183,10.15833333,0.154166667,0.515023031,69.59166667,-11.1234375,17.87932884,-35.65572222,0.299339364,-0.622139544,42328,14250
3837,2007.5,2,63.25,NA,63.25 NA,63.5,NA,63.5 NA,5548,0,Boreal,Evergreen Forest,Evergreen,4.7,523,IRGA,Exclusion,Aggrading,818,436,382,0.466992665,NA,NA,NA,NA,NA,NA,63.5,NA,NA,0,0
3838,2007.5,2,63.25,NA,63.25 NA,63.5,NA,63.5 NA,5548,0,Boreal,Evergreen Forest,Evergreen,4.7,523,IRGA,Exclusion,Aggrading,805,382,423,0.525465839,NA,NA,NA,NA,NA,NA,63.5,NA,NA,0,0
3839,2007.5,2,63.25,NA,63.25 NA,63.5,NA,63.5 NA,5548,0,Boreal,Evergreen Forest,Evergreen,4.7,523,IRGA,Exclusion,Aggrading,736,409,327,0.444293478,NA,NA,NA,NA,NA,NA,63.5,NA,NA,0,0
3840,2007.5,2,63.25,NA,63.25 NA,63.5,NA,63.5 NA,5548,0,Boreal,Evergreen Forest,Evergreen,4.7,523,IRGA,Exclusion,Aggrading,682,402,280,0.410557185,NA,NA,NA,NA,NA,NA,63.5,NA,NA,0,0
3841,2007.5,2,63.25,NA,63.25 NA,63.5,NA,63.5 NA,5548,0,Boreal,Evergreen Forest,Evergreen,4.7,523,IRGA,Exclusion,Aggrading,682,382,300,0.439882698,NA,NA,NA,NA,NA,NA,63.5,NA,NA,0,0
3842,2007.5,2,63.25,NA,63.25 NA,63.5,NA,63.5 NA,5548,0,Boreal,Evergreen Forest,Evergreen,4.7,523,IRGA,Exclusion,Aggrading,545,300,245,0.449541284,NA,NA,NA,NA,NA,NA,63.5,NA,NA,0,0
3952,2006,1,35.25,-111.75,35.25 -111.75,35.08902778,-111.7620361,35.08902778 -111.7620361,5438,2180,Temperate,Evergreen Forest,Evergreen,7.8,23.25,IRGA,Exclusion,Mature,545,197,348,0.63853211,7.8,0.8546875,0.799812448,23.25,-20.80390625,10.43398192,35.08902778,1.0686099,-1.993860677,22716,4641
3953,2007,1,35.25,-111.75,35.25 -111.75,35.08902778,-111.7620361,35.08902778 -111.7620361,5438,2180,Temperate,Evergreen Forest,Evergreen,7.241666667,40.925,IRGA,Exclusion,Mature,633,203,430,0.679304897,7.241666667,0.296354167,0.799812448,40.925,-3.12890625,10.43398192,35.08902778,0.370529575,-0.299876526,22716,4641
3954,2006,1,35.25,-111.75,35.25 -111.75,35.14263333,-111.727325,35.14263333 -111.727325,5438,2155,Temperate,Evergreen Forest,Evergreen,7.8,23.25,IRGA,Exclusion,Aggrading,477,113,364,0.763102725,7.8,0.8546875,0.799812448,23.25,-20.80390625,10.43398192,35.14263333,1.0686099,-1.993860677,29026,1555
3955,2007,1,35.25,-111.75,35.25 -111.75,35.14263333,-111.727325,35.14263333 -111.727325,5438,2155,Temperate,Evergreen Forest,Evergreen,7.241666667,40.925,IRGA,Exclusion,Aggrading,666,157,509,0.764264264,7.241666667,0.296354167,0.799812448,40.925,-3.12890625,10.43398192,35.14263333,0.370529575,-0.299876526,23092,1555
3956,2006,1,35.25,-111.75,35.25 -111.75,35.44539722,-111.7718444,35.44539722 -111.7718444,5438,2270,Temperate,Evergreen Forest,Evergreen,7.8,23.25,IRGA,Exclusion,Aggrading,446,147,299,0.670403587,7.8,0.8546875,0.799812448,23.25,-20.80390625,10.43398192,35.44539722,1.0686099,-1.993860677,14056,4590
3957,2007,1,35.25,-111.75,35.25 -111.75,35.44539722,-111.7718444,35.44539722 -111.7718444,5438,2270,Temperate,Evergreen Forest,Evergreen,7.241666667,40.925,IRGA,Exclusion,Aggrading,470,157,313,0.665957447,7.241666667,0.296354167,0.799812448,40.925,-3.12890625,10.43398192,35.44539722,0.370529575,-0.299876526,14098,4590
3986,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1740,823,917,0.527011494,27.62083333,0.518489583,0.428725967,347.6541667,-26.49036458,61.83725053,10.43333333,1.209372941,-0.428388461,45315,53346
3987,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1672,977,695,0.415669856,27.62083333,0.518489583,0.428725967,347.6541667,-26.49036458,61.83725053,10.43333333,1.209372941,-0.428388461,43245,53346
3988,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1354,760,594,0.438700148,27.62083333,0.518489583,0.428725967,347.6541667,-26.49036458,61.83725053,10.43333333,1.209372941,-0.428388461,43245,53346
3989,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1593,1070,523,0.328311362,27.62083333,0.518489583,0.428725967,347.6541667,-26.49036458,61.83725053,10.43333333,1.209372941,-0.428388461,43245,53346
3990,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,2018,1291,727,0.360257681,27.62083333,0.518489583,0.428725967,347.6541667,-26.49036458,61.83725053,10.43333333,1.209372941,-0.428388461,43245,53346
4044,2007.5,1,55.75,-98.25,55.75 -98.25,55.883,-98.333,55.883 -98.333,5640,258,Boreal,Deciduous Forest,Deciduous,-2.708333333,510,IRGA,Exclusion,Aggrading,293,97,196,0.66894198,-2.708333333,-0.234635417,1.212676664,47.96666667,5.91875,7.08704456,55.883,-0.193485554,0.835150668,284456,198791
4049,2005,1,49.75,-74.25,49.75 -74.25,49.693,-74.432,49.693 -74.432,5392,390,Boreal,Evergreen Forest,Evergreen,0,960,IRGA,Exclusion,Mature,710,170,540,0.76056338,-0.316666667,-0.050520833,1.093330712,80.11666667,0.7515625,10.16660117,49.693,-0.04620819,0.073924657,99944,81618
4093,2005,5,21.75,101.25,21.75 101.25,21.9275,101.2652778,21.9275 101.2652778,5545,750,Tropical,Mixed Forest,Mixed,21.7,1487,Gas Chromatography,Exclusion,Mature,886,432,454,0.51241535,19.50166667,-0.109010417,0.418301009,135.6383333,0.8284375,15.37021434,21.9275,-0.260602806,0.053898891,18259,11152
4098,2005,1,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,781,265.54,515.46,0.66,9.133333333,-0.748697917,0.519091147,110.2666667,-3.318229167,20.52969263,38.23333333,-1.442324571,-0.161630728,21142,9940
4099,2005,1,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,740,229.4,510.6,0.69,9.133333333,-0.748697917,0.519091147,110.2666667,-3.318229167,20.52969263,38.23333333,-1.442324571,-0.161630728,21142,9940
4100,2006,2,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,608,206.72,401.28,0.66,9.541666667,-0.340364583,0.519091147,111.8333333,-1.7515625,20.52969263,38.23333333,-0.655693292,-0.085318496,21142,9940
4101,2006,2,38.25,127.25,38.25 127.25,38.23333333,127.2666667,38.23333333 127.2666667,5524,250,Temperate,Deciduous Forest,Deciduous,11.3,1365,IRGA,Exclusion,Mature,584,181.04,402.96,0.69,9.541666667,-0.340364583,0.519091147,111.8333333,-1.7515625,20.52969263,38.23333333,-0.655693292,-0.085318496,22836,9940
4102,2006,1,36.25,137.25,36.25 137.25,36.13333333,137.3666667,36.13333333 137.3666667,5522,800,Temperate,Evergreen Forest,Evergreen,10.6,1734,IRGA,Extraction,Mature,690,330,360,0.52173913,9.7,-0.515885417,0.489702796,146.575,0.86953125,20.73369492,36.13333333,-1.05346635,0.041938075,62280,20670
4103,2007,1,36.25,137.25,36.25 137.25,36.13333333,137.3666667,36.13333333 137.3666667,5522,800,Temperate,Evergreen Forest,Evergreen,10.6,1734,IRGA,Extraction,Mature,680,320,360,0.529411765,10.59166667,0.37578125,0.489702796,153.1,7.39453125,20.73369492,36.13333333,0.767365948,0.356643197,62280,20670
4107,2005,1,36.25,137.25,36.25 137.25,36.12,137.3833333,36.12 137.3833333,5520,1160,Temperate,Deciduous Forest,Deciduous,7.3,2400,IRGA,Extraction,Aggrading,655,183.4,471.6,0.72,10.53333333,0.317447917,0.489702796,148.6583333,2.952864583,20.73369492,36.12,0.648246078,0.142418638,75774,19460
4108,2006,1,36.25,137.25,36.25 137.25,36.12,137.3833333,36.12 137.3833333,5520,1160,Temperate,Deciduous Forest,Deciduous,7.3,2400,IRGA,Extraction,Aggrading,709,198.52,510.48,0.72,9.7,-0.515885417,0.489702796,146.575,0.86953125,20.73369492,36.12,-1.05346635,0.041938075,75774,19460
4234,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,783,240,546,0.697318008,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,57090,21084
4235,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,901,405,497,0.551609323,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,57090,21084
4236,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,752,215,536,0.712765957,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,57090,21084
4237,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1128,718,412,0.365248227,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,55220,21084
4238,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1075,747,336,0.31255814,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,55220,21084
4239,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,847,365,495,0.584415584,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,52470,21084
4240,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1137,604,539,0.474054529,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,52470,21084
4241,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,922,340,588,0.637744035,11.45555556,2.767534722,0.554765794,109.3833333,18.66302083,13.93245476,47.47833333,4.988654225,1.339535721,52470,21084
